OrderNo,ItemNo,Quantity
D0058,P0363,2
D0058,P0434,10
D0058,P0447,24
D0058,P0448,24
D0058,P0449,24
D0058,P0532,3
D0058,P0536,12
D0058,P0555,12
D0058,P0612,6
D0058,P0618,12
D0058,P0680,10
D0058,P0681,10
D0058,P0704,24
D0058,P0707,4
D0058,P0827,12
D0058,P0873,10
D0058,P0922,4
D0058,P0972,2
D0058,P1026,4
D0058,P1034,8
D0058,P1090,24
D0058,P1794,24
D0058,P1795,24
D0058,P1834,10
D0058,P1836,10
D0058,P1940,1
D0059,P0050,2
D0059,P0124,6
D0059,P0166,6
D0059,P0269,12
D0059,P0302,6
D0059,P0488,4
D0059,P0615,2
D0059,P1654,6
D0059,P1940,1
D0060,P0019,25
D0060,P0022,12
D0060,P0241,6
D0060,P0243,12
D0060,P0261,12
D0060,P0262,12
D0060,P0266,12
D0060,P0268,12
D0060,P0277,6
D0060,P0280,6
D0060,P0289,25
D0060,P0290,25
D0060,P0436,5
D0060,P0437,5
D0060,P0477,25
D0060,P0491,12
D0060,P0546,5
D0060,P0548,2
D0060,P0570,12
D0060,P0588,12
D0060,P0589,12
D0060,P0595,12
D0060,P0598,16
D0060,P0606,12
D0060,P0607,12
D0060,P0618,12
D0060,P0621,12
D0060,P0622,24
D0060,P0631,12
D0060,P0632,12
D0060,P0642,6
D0060,P0645,3
D0060,P0711,3
D0060,P0737,6
D0060,P0905,2
D0060,P0908,12
D0060,P0961,2
D0060,P0963,2
D0060,P0982,2
D0060,P1031,6
D0060,P1032,6
D0060,P1094,6
D0060,P1103,6
D0060,P1122,12
D0060,P1123,12
D0060,P1131,6
D0060,P1132,6
D0060,P1175,24
D0060,P1177,24
D0060,P1259,8
D0060,P1274,8
D0060,P1603,2
D0060,P1605,6
D0060,P1608,2
D0060,P1656,2
D0060,P1680,4
D0060,P1681,4
D0060,P1687,12
D0060,P1692,12
D0060,P1746,48
D0060,P1750,6
D0060,P1754,12
D0060,P1782,2
D0060,P1818,12
D0060,P1819,12
D0060,P1866,24
D0060,P1872,12
D0061,P0398,48
D0061,P0909,24
D0061,P0924,30
D0061,P0926,30
D0061,P0927,30
D0062,P0007,3
D0062,P0499,6
D0062,P0500,6
D0062,P0531,3
D0062,P0555,12
D0062,P0600,12
D0062,P0707,1
D0062,P0847,3
D0062,P0882,5
D0062,P0973,4
D0062,P1594,3
D0062,P1595,3
D0062,P1618,12
D0062,P1858,3
D0062,P1940,1
D0063,P0053,3
D0063,P0093,10
D0063,P0126,3
D0063,P0221,12
D0063,P0250,48
D0063,P0252,48
D0063,P0266,12
D0063,P0267,6
D0063,P0281,6
D0063,P0283,6
D0063,P0284,4
D0063,P0285,3
D0063,P0292,12
D0063,P0297,2
D0063,P0319,6
D0063,P0379,12
D0063,P0413,6
D0063,P0414,12
D0063,P0448,24
D0063,P0460,12
D0063,P0461,12
D0063,P0492,5
D0063,P0495,10
D0063,P0514,3
D0063,P0537,12
D0063,P0601,12
D0063,P0603,12
D0063,P0615,2
D0063,P0616,2
D0063,P0621,12
D0063,P0641,6
D0063,P0673,8
D0063,P0798,12
D0063,P0800,4
D0063,P0805,12
D0063,P0807,12
D0063,P0834,12
D0063,P0849,12
D0063,P0852,3
D0063,P0865,4
D0063,P0918,12
D0063,P0943,6
D0063,P0972,1
D0063,P0992,6
D0063,P0993,6
D0063,P1028,12
D0063,P1046,6
D0063,P1059,12
D0063,P1060,12
D0063,P1062,12
D0063,P1094,6
D0063,P1121,4
D0063,P1122,12
D0063,P1124,12
D0063,P1132,1
D0063,P1213,4
D0063,P1618,12
D0063,P1685,12
D0063,P1701,12
D0063,P1702,12
D0063,P1734,25
D0063,P1742,8
D0063,P1753,12
D0063,P1847,12
D0063,P1874,12
D0064,P0035,6
D0064,P0088,6
D0064,P0109,16
D0064,P0179,12
D0064,P0230,12
D0064,P0266,12
D0064,P0284,4
D0064,P0296,24
D0064,P0432,2
D0064,P0440,5
D0064,P0452,48
D0064,P0461,12
D0064,P0469,12
D0064,P0648,6
D0064,P0842,2
D0064,P1596,8
D0064,P1599,6
D0064,P1600,6
D0064,P1603,2
D0064,P1834,10
D0064,P1835,10
D0065,P0139,12
D0065,P0145,12
D0065,P0379,12
D0065,P0555,12
D0065,P0707,2
D0065,P0714,4
D0065,P0761,36
D0065,P1123,12
D0065,P1681,4
D0065,P1823,12
D0065,P1940,1
D0066,P0060,10
D0066,P0061,10
D0066,P0062,10
D0066,P0065,10
D0066,P0125,6
D0066,P0126,3
D0066,P0165,10
D0066,P0179,6
D0066,P0195,6
D0066,P0357,8
D0066,P0359,12
D0066,P0427,4
D0066,P0428,4
D0066,P0436,5
D0066,P0440,5
D0066,P0441,5
D0066,P0450,24
D0066,P0451,24
D0066,P0453,24
D0066,P0456,24
D0066,P0564,2
D0066,P0565,2
D0066,P0566,2
D0066,P0570,12
D0066,P0610,6
D0066,P0611,6
D0066,P0685,10
D0066,P0697,12
D0066,P0698,12
D0066,P0699,12
D0066,P0800,4
D0066,P0880,6
D0066,P0884,12
D0066,P0886,12
D0066,P0942,6
D0066,P0948,4
D0066,P0949,4
D0066,P1050,12
D0066,P1096,12
D0066,P1097,8
D0066,P1111,6
D0066,P1588,10
D0066,P1591,3
D0066,P1608,2
D0066,P1660,12
D0066,P1661,12
D0066,P1662,12
D0066,P1674,48
D0066,P1839,6
D0067,P0248,48
D0067,P0367,6
D0067,P0509,6
D0067,P0531,3
D0067,P0532,3
D0067,P0556,4
D0067,P0612,6
D0067,P0962,8
D0067,P0967,12
D0067,P0973,4
D0067,P1791,12
D0067,P1940,1
D0068,P0058,10
D0068,P0166,6
D0068,P0228,36
D0068,P0232,2
D0068,P0279,6
D0068,P0303,3
D0068,P0307,3
D0068,P0352,12
D0068,P0432,2
D0068,P0440,5
D0068,P0559,3
D0068,P0617,4
D0068,P0768,2
D0068,P0779,12
D0068,P0780,12
D0068,P0911,6
D0068,P1002,2
D0068,P1026,4
D0068,P1066,2
D0068,P1068,2
D0068,P1153,2
D0068,P1156,2
D0068,P1258,8
D0068,P1590,4
D0068,P1940,1
D0069,P0057,10
D0069,P0069,12
D0069,P0259,4
D0069,P0448,24
D0069,P0449,24
D0069,P0451,24
D0069,P0456,24
D0069,P0620,12
D0069,P0649,12
D0069,P1026,4
D0069,P1050,12
D0069,P1094,6
D0069,P1278,10
D0069,P1283,10
D0069,P1285,10
D0069,P1286,10
D0069,P1589,4
D0069,P1687,12
D0069,P1764,3
D0069,P1861,6
D0069,P1940,1
D0070,P1617,12
D0070,P1940,1
D0071,P0024,30
D0071,P0046,8
D0071,P0050,2
D0071,P0141,12
D0071,P0181,12
D0071,P0202,8
D0071,P0203,8
D0071,P0292,12
D0071,P0307,3
D0071,P0375,2
D0071,P0403,12
D0071,P0440,5
D0071,P0441,5
D0071,P0497,6
D0071,P0531,3
D0071,P0643,3
D0071,P0746,3
D0071,P0748,3
D0071,P0775,6
D0071,P0777,6
D0071,P0779,12
D0071,P0781,12
D0071,P0783,10
D0071,P0840,2
D0071,P0842,2
D0071,P0992,6
D0071,P1002,4
D0071,P1039,3
D0071,P1607,2
D0071,P1618,12
D0071,P1624,12
D0071,P1654,6
D0071,P1656,6
D0071,P1665,12
D0071,P1734,25
D0071,P1763,16
D0071,P1839,6
D0072,P0173,12
D0072,P0259,4
D0072,P0337,4
D0072,P0447,24
D0072,P0502,6
D0072,P0768,2
D0072,P0807,12
D0072,P0839,20
D0072,P0877,10
D0072,P0880,6
D0072,P0911,6
D0072,P0963,2
D0072,P0964,2
D0072,P0967,12
D0072,P0971,12
D0072,P0972,2
D0072,P1005,2
D0072,P1013,2
D0072,P1014,2
D0072,P1015,2
D0072,P1016,2
D0072,P1022,1
D0072,P1050,12
D0072,P1090,24
D0072,P1121,2
D0072,P1124,12
D0072,P1246,4
D0072,P1280,10
D0072,P1286,10
D0072,P1657,2
D0072,P1687,12
D0073,P0069,12
D0073,P0071,6
D0073,P0291,24
D0073,P0337,4
D0073,P0352,12
D0073,P0369,6
D0073,P0379,12
D0073,P0430,12
D0073,P0463,12
D0073,P0466,12
D0073,P0499,6
D0073,P0500,6
D0073,P0555,12
D0073,P0668,6
D0073,P0707,2
D0073,P0849,12
D0073,P1044,10
D0073,P1341,4
D0073,P1614,4
D0073,P1755,12
D0073,P1823,6
D0073,P1940,1
D0074,P0050,40
D0074,P0125,48
D0074,P0165,48
D0074,P0297,40
D0074,P0769,48
D0074,P1011,48
D0074,P1012,36
D0074,P1015,24
D0074,P1016,24
D0074,P1034,48
D0074,P1685,48
D0075,P0014,24
D0075,P0023,28
D0075,P0039,12
D0075,P0041,12
D0075,P0060,10
D0075,P0109,16
D0075,P0110,16
D0075,P0133,12
D0075,P0135,12
D0075,P0266,12
D0075,P0279,6
D0075,P0309,6
D0075,P0429,12
D0075,P0430,12
D0075,P0613,3
D0075,P0651,8
D0075,P0652,8
D0075,P0666,10
D0075,P0719,12
D0075,P0724,20
D0075,P0808,12
D0075,P0944,6
D0075,P0945,6
D0075,P0946,6
D0075,P0989,6
D0075,P1001,12
D0075,P1122,12
D0075,P1123,12
D0075,P1152,4
D0075,P1164,2
D0075,P1165,4
D0075,P1168,2
D0075,P1169,4
D0075,P1170,3
D0075,P1171,3
D0075,P1172,3
D0075,P1240,24
D0075,P1244,4
D0075,P1258,8
D0075,P1259,8
D0075,P1285,10
D0075,P1286,10
D0075,P1357,6
D0075,P1766,4
D0075,P1767,4
D0075,P1839,6
D0075,P1885,2
D0075,P1901,6
D0075,P1918,6
D0076,P0141,12
D0076,P0143,12
D0076,P0146,12
D0076,P0179,12
D0076,P0281,6
D0076,P0337,4
D0076,P0352,12
D0076,P0412,12
D0076,P0414,12
D0076,P0449,24
D0076,P0502,6
D0076,P0538,6
D0076,P0707,4
D0076,P0708,2
D0076,P0711,3
D0076,P0772,4
D0076,P0773,4
D0076,P0879,6
D0076,P0880,6
D0076,P0922,4
D0076,P0927,4
D0076,P0982,2
D0076,P1022,4
D0076,P1097,12
D0076,P1756,12
D0076,P1791,36
D0077,P0181,12
D0077,P0404,12
D0077,P0911,6
D0077,P0922,4
D0077,P1050,24
D0077,P1221,4
D0077,P1261,6
D0077,P1264,8
D0077,P1686,12
D0077,P1839,12
D0078,P1020,4
D0078,P1115,12
D0079,P0218,12
D0079,P0219,12
D0079,P0227,8
D0079,P0500,6
D0079,P0501,6
D0079,P0863,4
D0079,P0941,6
D0079,P0962,8
D0079,P0963,8
D0079,P0964,4
D0079,P0982,2
D0079,P0984,8
D0079,P0989,18
D0079,P1220,4
D0079,P1356,6
D0079,P1827,2
D0079,P1839,24
D0079,P1940,1
D0080,P0058,10
D0080,P0062,10
D0080,P0063,10
D0080,P0065,10
D0080,P0297,10
D0080,P0441,10
D0080,P0445,12
D0080,P0500,12
D0080,P0707,16
D0080,P0879,6
D0080,P0880,6
D0080,P0904,10
D0080,P0921,6
D0080,P0922,6
D0080,P0923,6
D0080,P0972,12
D0080,P0981,16
D0080,P1154,2
D0080,P1192,4
D0080,P1199,12
D0080,P1201,8
D0080,P1206,6
D0080,P1285,10
D0080,P1356,12
D0080,P1357,12
D0080,P1602,10
D0080,P1603,10
D0080,P1604,10
D0080,P1608,10
D0080,P1793,12
D0081,P0032,6
D0081,P0142,24
D0081,P0145,24
D0081,P0275,6
D0081,P0276,6
D0081,P0277,6
D0081,P0279,6
D0081,P0280,6
D0081,P0281,6
D0081,P0355,8
D0081,P0379,24
D0081,P0380,24
D0081,P0411,8
D0081,P0430,24
D0081,P0431,24
D0081,P0502,40
D0081,P0587,24
D0081,P0707,16
D0081,P0737,6
D0081,P0756,2
D0081,P0783,20
D0081,P0798,24
D0081,P0909,6
D0081,P0911,6
D0081,P1041,6
D0081,P1051,24
D0081,P1174,8
D0081,P1586,12
D0081,P1615,48
D0081,P1674,48
D0081,P1782,1
D0082,P0174,12
D0082,P0201,12
D0082,P0296,12
D0082,P0427,4
D0082,P0430,12
D0082,P0432,7
D0082,P0440,10
D0082,P0447,24
D0082,P0538,6
D0082,P0703,6
D0082,P0724,20
D0082,P0779,12
D0082,P0783,12
D0082,P0800,6
D0082,P0840,6
D0082,P0865,6
D0082,P0873,10
D0082,P0880,6
D0082,P1047,6
D0082,P1051,12
D0082,P1057,12
D0082,P1153,2
D0082,P1227,12
D0082,P1237,12
D0082,P1272,12
D0082,P1278,10
D0082,P1280,10
D0082,P1281,10
D0082,P1594,3
D0082,P1595,3
D0082,P1596,8
D0082,P1650,4
D0082,P1789,12
D0083,P0127,12
D0083,P0192,24
D0083,P0278,6
D0083,P0279,6
D0083,P0339,24
D0083,P0340,24
D0083,P0343,24
D0083,P0344,24
D0083,P0381,8
D0083,P0481,4
D0083,P0594,2
D0083,P0707,6
D0083,P0967,24
D0083,P0968,24
D0083,P0969,24
D0083,P0972,2
D0083,P1012,4
D0083,P1096,12
D0083,P1097,12
D0083,P1112,12
D0083,P1113,12
D0083,P1115,12
D0083,P1124,12
D0083,P1201,4
D0083,P1202,4
D0083,P1203,4
D0083,P1206,4
D0083,P1271,12
D0083,P1287,10
D0083,P1288,10
D0083,P1356,6
D0083,P1357,6
D0083,P1647,48
D0083,P1782,6
D0083,P1785,6
D0083,P1843,12
D0083,P1850,24
D0083,P1859,12
D0083,P1860,12
D0084,P0191,24
D0084,P0192,24
D0084,P0402,12
D0084,P0449,24
D0084,P0704,24
D0084,P0707,16
D0084,P0708,2
D0084,P0711,3
D0084,P0713,4
D0084,P0714,4
D0084,P0743,12
D0084,P0744,6
D0084,P0873,10
D0084,P0909,6
D0084,P0911,6
D0084,P0924,4
D0084,P0927,4
D0084,P0928,4
D0084,P0929,4
D0084,P1019,4
D0084,P1020,4
D0084,P1021,4
D0084,P1078,12
D0084,P1090,24
D0084,P1100,6
D0084,P1101,6
D0084,P1102,12
D0084,P1111,6
D0084,P1124,12
D0084,P1225,2
D0084,P1226,2
D0084,P1234,4
D0084,P1235,4
D0084,P1244,4
D0084,P1245,8
D0084,P1255,4
D0084,P1256,8
D0084,P1257,8
D0084,P1342,10
D0084,P1356,3
D0084,P1589,4
D0084,P1614,4
D0084,P1687,12
D0084,P1792,12
D0084,P1794,24
D0084,P1839,32
D0085,P0007,12
D0085,P0049,12
D0085,P0063,10
D0085,P0065,10
D0085,P0191,24
D0085,P0239,6
D0085,P0279,6
D0085,P0280,6
D0085,P0297,2
D0085,P0304,3
D0085,P0351,12
D0085,P0416,24
D0085,P0417,6
D0085,P0427,4
D0085,P0429,12
D0085,P0430,12
D0085,P0531,3
D0085,P0540,48
D0085,P0585,2
D0085,P0586,3
D0085,P0707,4
D0085,P0714,4
D0085,P0715,6
D0085,P0716,6
D0085,P0727,2
D0085,P0737,6
D0085,P0749,10
D0085,P0750,10
D0085,P0751,10
D0085,P0775,6
D0085,P0776,6
D0085,P0777,6
D0085,P0778,6
D0085,P0781,12
D0085,P0782,12
D0085,P0784,6
D0085,P0800,4
D0085,P0803,12
D0085,P0804,12
D0085,P0808,12
D0085,P0814,4
D0085,P0815,4
D0085,P0840,3
D0085,P0841,4
D0085,P0842,6
D0085,P0848,8
D0085,P0863,2
D0085,P0864,2
D0085,P0906,48
D0085,P1096,12
D0085,P1109,12
D0085,P1110,12
D0085,P1589,4
D0085,P1594,6
D0085,P1595,6
D0085,P1608,2
D0085,P1714,24
D0085,P1717,24
D0085,P1792,12
D0086,P0103,4
D0086,P0104,4
D0086,P0105,12
D0086,P0152,2
D0086,P0201,12
D0086,P0617,2
D0086,P0743,12
D0086,P0744,6
D0086,P0834,12
D0086,P1009,4
D0086,P1104,2
D0086,P1105,12
D0086,P1206,2
D0086,P1578,2
D0086,P1623,24
D0086,P1940,1
D0087,P0112,12
D0087,P0177,12
D0087,P0178,12
D0087,P0232,2
D0087,P0370,3
D0087,P0372,3
D0087,P0374,6
D0087,P0411,8
D0087,P0418,24
D0087,P0419,24
D0087,P0425,12
D0087,P0427,8
D0087,P0520,3
D0087,P0707,16
D0087,P0711,3
D0087,P0736,3
D0087,P0810,12
D0087,P0865,6
D0087,P0873,10
D0087,P0909,12
D0087,P0911,12
D0087,P1183,6
D0087,P1199,2
D0087,P1252,12
D0087,P1253,12
D0087,P1255,12
D0087,P1256,12
D0087,P1257,12
D0087,P1663,12
D0087,P1675,1
D0088,P0161,4
D0088,P0369,6
D0088,P0420,24
D0088,P0421,24
D0088,P0427,4
D0088,P0768,2
D0088,P0793,24
D0088,P0795,24
D0088,P0929,4
D0088,P1020,2
D0088,P1024,4
D0088,P1058,12
D0088,P1059,12
D0088,P1062,12
D0088,P1153,2
D0088,P1154,2
D0088,P1156,2
D0088,P1244,4
D0088,P1340,12
D0088,P1611,12
D0088,P1614,8
D0088,P1734,25
D0088,P1940,1
D0089,P0006,3
D0089,P0009,4
D0089,P0067,4
D0089,P0068,2
D0089,P0151,10
D0089,P0163,24
D0089,P0300,2
D0089,P0304,3
D0089,P0305,6
D0089,P0354,4
D0089,P0379,12
D0089,P0399,3
D0089,P0555,12
D0089,P0556,4
D0089,P0624,12
D0089,P0643,6
D0089,P0707,4
D0089,P0708,2
D0089,P0709,3
D0089,P0710,4
D0089,P0711,3
D0089,P0714,4
D0089,P0738,12
D0089,P0755,6
D0089,P0757,4
D0089,P0848,4
D0089,P0884,12
D0089,P0909,6
D0089,P0910,6
D0089,P0911,6
D0089,P0987,4
D0089,P1116,12
D0089,P1162,12
D0089,P1228,12
D0089,P1256,6
D0089,P1257,4
D0089,P1356,3
D0089,P1540,24
D0089,P1589,8
D0089,P1590,4
D0089,P1657,2
D0089,P1678,12
D0089,P1703,16
D0089,P1712,6
D0089,P1741,16
D0089,P1756,12
D0089,P1763,24
D0089,P1802,3
D0089,P1823,12
D0089,P1824,6
D0089,P1826,4
D0089,P1867,12
D0090,P0060,10
D0090,P0061,10
D0090,P0062,10
D0090,P0065,10
D0090,P0428,4
D0090,P0436,10
D0090,P0440,10
D0090,P0441,10
D0090,P0570,24
D0090,P0685,10
D0090,P0697,12
D0090,P0698,12
D0090,P0699,12
D0090,P0800,4
D0090,P0853,2
D0090,P0854,2
D0090,P0942,6
D0090,P0948,4
D0090,P0949,4
D0090,P1220,2
D0090,P1247,12
D0090,P1250,12
D0090,P1288,10
D0090,P1839,6
D0090,P1940,1
D0091,P1097,4
D0092,P1097,4
D0093,P0006,3
D0093,P0007,3
D0093,P0008,3
D0093,P0174,12
D0093,P0179,6
D0093,P0190,12
D0093,P0192,24
D0093,P0307,3
D0093,P0491,12
D0093,P0493,10
D0093,P0496,10
D0093,P0532,3
D0093,P0564,2
D0093,P0565,2
D0093,P0566,2
D0093,P0707,3
D0093,P0802,12
D0093,P0810,12
D0093,P0888,12
D0093,P0980,2
D0093,P0981,2
D0093,P0989,6
D0093,P1006,6
D0093,P1017,2
D0093,P1018,2
D0093,P1019,2
D0093,P1020,2
D0093,P1021,2
D0093,P1022,2
D0093,P1034,8
D0093,P1097,12
D0093,P1103,6
D0093,P1112,12
D0093,P1113,12
D0093,P1174,4
D0093,P1229,6
D0093,P1230,12
D0093,P1258,8
D0093,P1263,24
D0093,P1274,8
D0093,P1357,6
D0093,P1363,24
D0093,P1689,4
D0093,P1820,12
D0094,P0156,24
D0094,P0158,24
D0094,P0191,24
D0094,P0281,6
D0094,P0447,24
D0094,P0531,3
D0094,P1023,12
D0094,P1051,12
D0094,P1097,12
D0094,P1197,2
D0094,P1795,24
D0094,P1830,24
D0094,P1940,1
D0095,P0007,3
D0095,P0026,24
D0095,P0031,36
D0095,P0033,24
D0095,P0091,12
D0095,P0092,12
D0095,P0213,24
D0095,P0225,48
D0095,P0401,36
D0095,P0436,20
D0095,P0437,20
D0095,P0501,40
D0095,P0502,40
D0095,P0531,24
D0095,P0707,6
D0095,P0743,12
D0095,P1125,24
D0095,P1126,24
D0095,P1128,24
D0095,P1545,24
D0095,P1548,3
D0095,P1549,24
D0095,P1562,24
D0095,P1564,12
D0095,P1566,48
D0095,P1567,24
D0095,P1579,34
D0095,P1580,10
D0095,P1581,12
D0095,P1587,24
D0095,P1597,48
D0095,P1608,2
D0095,P1620,48
D0095,P1656,12
D0095,P1676,34
D0095,P1760,12
D0095,P1804,24
D0095,P1805,12
D0095,P1830,24
D0095,P1838,24
D0095,P1839,32
D0095,P1842,12
D0095,P1843,12
D0095,P1850,12
D0095,P1859,12
D0095,P1860,12
D0095,P1863,48
D0096,P0708,16
D0096,P0710,16
D0096,P0714,16
D0096,P0920,48
D0096,P1096,48
D0097,P0293,12
D0097,P0314,6
D0097,P0379,12
D0097,P0430,12
D0097,P0463,12
D0097,P0466,12
D0097,P0469,12
D0097,P0725,8
D0097,P0761,36
D0097,P0873,10
D0097,P1068,2
D0097,P1126,24
D0097,P1228,12
D0097,P1271,12
D0097,P1281,10
D0097,P1340,12
D0097,P1341,2
D0097,P1583,12
D0097,P1614,8
D0097,P1618,12
D0097,P1823,6
D0097,P1940,1
D0098,P0088,12
D0098,P0397,12
D0098,P0618,12
D0098,P0619,12
D0098,P0707,4
D0098,P0711,3
D0098,P0853,2
D0098,P0856,2
D0098,P0911,24
D0098,P0954,12
D0098,P0955,12
D0098,P1038,2
D0098,P1072,6
D0098,P1073,6
D0098,P1101,12
D0098,P1242,24
D0098,P1243,24
D0098,P1244,4
D0098,P1245,12
D0098,P1252,24
D0098,P1308,6
D0098,P1311,6
D0098,P1316,4
D0098,P1361,12
D0098,P1792,12
D0098,P1940,1
D0099,P0003,16
D0099,P0329,24
D0099,P0443,12
D0099,P0463,12
D0099,P0464,12
D0099,P0469,12
D0099,P0673,8
D0099,P0707,2
D0099,P0715,6
D0099,P0716,6
D0099,P0717,6
D0099,P0840,4
D0099,P0918,12
D0099,P0946,6
D0099,P1042,6
D0099,P1046,6
D0099,P1116,12
D0099,P1120,6
D0099,P1178,4
D0099,P1183,6
D0099,P1192,2
D0099,P1199,4
D0099,P1245,8
D0099,P1251,6
D0099,P1252,12
D0099,P1255,6
D0099,P1256,6
D0099,P1257,8
D0099,P1278,10
D0099,P1279,10
D0099,P1280,10
D0099,P1281,10
D0099,P1282,10
D0099,P1311,6
D0099,P1312,6
D0099,P1316,4
D0099,P1335,12
D0099,P1361,12
D0099,P1650,4
D0099,P1730,6
D0099,P1734,25
D0100,P0911,48
D0100,P0924,24
D0100,P0926,24
D0100,P0927,24
D0100,P1034,48
D0100,P1131,18
D0100,P1685,36
D0101,P1252,48
D0101,P1308,48
D0102,P0124,6
D0102,P0193,4
D0102,P0280,6
D0102,P0297,2
D0102,P0667,6
D0102,P0670,6
D0102,P0671,6
D0102,P0672,2
D0102,P0707,6
D0102,P0904,2
D0102,P0905,2
D0102,P0911,24
D0102,P1073,6
D0102,P1075,6
D0102,P1076,6
D0102,P1120,6
D0102,P1206,2
D0102,P1244,24
D0102,P1245,24
D0102,P1252,24
D0102,P1253,24
D0102,P1254,24
D0102,P1255,8
D0102,P1256,8
D0102,P1257,12
D0102,P1314,4
D0102,P1316,4
D0102,P1606,2
D0102,P1607,2
D0102,P1608,2
D0102,P1782,3
D0102,P1783,3
D0102,P1784,2
D0103,P0095,12
D0103,P0140,12
D0103,P0191,24
D0103,P0216,1
D0103,P0261,12
D0103,P0339,24
D0103,P0344,24
D0103,P0454,24
D0103,P0496,10
D0103,P0551,8
D0103,P0564,2
D0103,P0570,24
D0103,P0579,12
D0103,P0703,6
D0103,P0719,12
D0103,P0805,12
D0103,P0853,2
D0103,P0859,12
D0103,P0860,12
D0103,P0939,48
D0103,P0959,1
D0103,P0960,1
D0103,P1199,2
D0103,P1203,2
D0103,P1241,12
D0103,P1609,2
D0103,P1656,2
D0103,P1694,4
D0103,P1818,12
D0103,P1820,12
D0103,P1827,2
D0103,P1834,10
D0103,P1940,1
D0104,P0255,3
D0104,P0280,6
D0104,P0281,6
D0104,P0355,8
D0104,P0493,10
D0104,P0711,3
D0104,P0913,25
D0104,P0963,2
D0104,P0964,2
D0104,P1096,6
D0104,P1311,6
D0104,P1727,4
D0104,P1739,2
D0104,P1940,1
D0105,P1941,2
D0106,P0909,24
D0106,P0910,24
D0106,P1940,1
D0107,P0035,12
D0107,P0142,24
D0107,P0145,24
D0107,P0337,24
D0107,P0727,6
D0107,P0810,12
D0107,P1247,12
D0107,P1248,12
D0107,P1249,24
D0107,P1250,12
D0107,P1251,6
D0107,P1318,12
D0107,P1319,12
D0107,P1320,12
D0107,P1321,8
D0107,P1775,24
D0107,P1789,36
D0107,P1791,36
D0107,P1940,1
D0108,P0115,48
D0108,P0144,12
D0108,P0188,12
D0108,P0381,8
D0108,P1189,3
D0108,P1199,2
D0108,P1203,2
D0108,P1243,12
D0108,P1247,12
D0108,P1251,6
D0108,P1252,12
D0108,P1253,12
D0108,P1254,12
D0108,P1255,2
D0108,P1256,6
D0108,P1257,4
D0108,P1269,12
D0108,P1316,4
D0108,P1321,4
D0108,P1350,8
D0108,P1356,3
D0108,P1357,6
D0108,P1359,12
D0108,P1363,24
D0108,P1376,6
D0108,P1648,24
D0108,P1808,12
D0108,P1940,1
D0109,P0109,16
D0109,P0209,2
D0109,P0413,6
D0109,P0449,24
D0109,P0491,12
D0109,P0536,12
D0109,P0563,4
D0109,P0704,24
D0109,P0814,8
D0109,P0815,8
D0109,P0849,12
D0109,P0879,6
D0109,P0880,6
D0109,P0920,3
D0109,P1124,12
D0109,P1202,1
D0109,P1658,6
D0109,P1795,24
D0109,P1940,1
D0110,P1097,1
D0111,P0097,6
D0111,P0555,12
D0111,P0624,12
D0111,P0705,24
D0111,P0738,12
D0111,P0739,12
D0111,P0853,2
D0111,P0879,6
D0111,P0969,12
D0111,P0976,3
D0111,P1006,6
D0111,P1013,2
D0111,P1056,12
D0111,P1060,12
D0111,P1062,12
D0111,P1105,12
D0111,P1189,3
D0111,P1264,6
D0111,P1276,12
D0111,P1596,8
D0111,P1606,2
D0111,P1607,2
D0111,P1614,4
D0111,P1618,12
D0111,P1619,4
D0111,P1741,16
D0111,P1788,12
D0111,P1789,12
D0111,P1839,6
D0111,P1940,1
D0112,P1941,1
D0113,P0057,10
D0113,P0059,10
D0113,P0060,10
D0113,P0061,10
D0113,P0062,20
D0113,P0063,20
D0113,P0064,10
D0113,P0065,10
D0113,P0140,24
D0113,P0141,24
D0113,P0440,5
D0113,P0665,10
D0113,P0684,10
D0113,P0685,20
D0113,P0876,10
D0113,P0877,10
D0113,P0881,6
D0113,P1019,4
D0113,P1020,4
D0113,P1040,12
D0113,P1046,6
D0113,P1048,6
D0113,P1049,12
D0113,P1051,24
D0113,P1068,4
D0113,P1149,6
D0113,P1150,6
D0113,P1182,12
D0113,P1211,32
D0113,P1283,10
D0113,P1285,20
D0113,P1286,10
D0113,P1316,4
D0113,P1329,48
D0113,P1333,48
D0113,P1358,12
D0114,P0189,12
D0114,P1276,12
D0114,P1277,12
D0114,P1361,12
D0115,P0178,12
D0115,P0179,12
D0115,P0303,3
D0115,P0305,6
D0115,P0307,3
D0115,P0339,12
D0115,P0343,12
D0115,P0344,12
D0115,P0425,12
D0115,P0429,12
D0115,P0570,12
D0115,P0683,10
D0115,P0737,6
D0115,P0853,2
D0115,P0920,3
D0115,P0926,4
D0115,P0990,12
D0115,P1019,1
D0115,P1022,1
D0115,P1193,2
D0115,P1225,1
D0115,P1230,12
D0115,P1234,4
D0115,P1281,10
D0115,P1311,6
D0115,P1314,4
D0115,P1364,36
D0115,P1595,6
D0115,P1619,12
D0115,P1656,2
D0115,P1658,6
D0115,P1674,48
D0115,P1763,8
D0115,P1834,10
D0116,P0856,2
D0116,P0920,3
D0116,P1141,6
D0116,P1142,6
D0116,P1143,6
D0116,P1144,6
D0116,P1277,12
D0116,P1281,10
D0116,P1311,6
D0116,P1314,4
D0116,P1356,6
D0116,P1361,12
D0117,P0106,12
D0117,P0112,12
D0117,P0113,12
